title,location,company
Analista de Desarrollo SQL Junior,"Medellín, Antioquia, Colombia",Complementos Humanos
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería Informática, Carreras Afines (35574)",Colombia,Bancolombia
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería de Software, Carreras Afines (35848)",Colombia,Bancolombia
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería de Software, Carreras Afines (35850)",Colombia,Bancolombia
Analista de Datos-BI,Colombia,Periferia IT Group
Analista Jr de continuidad de negocio,"Bogota, D.C., Capital District, Colombia",Ualá
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería Informática, Estadística (35852)",Colombia,Bancolombia
Tu primer empleo en el área Tecnológica Data - Banking,"Sevilla, Valle del Cauca, Colombia",Accenture Colombia
Analista Junior de Proyectos Tecnología,"Palmira, Valle del Cauca, Colombia",Organización Carvajal
"Aprendiz Universitario en Ingeniería Financiera, Ingeniería de Sistemas, Carreras Afines (35564)",Colombia,Bancolombia
Aprendiz Técnico o Tecnólogo en Sistemas o Afines (30754),Colombia,Bancolombia
20806-Analista Soporte TIC Soporte Nivel 2,"Bogota, D.C., Capital District, Colombia",Colombiana de Comercio / Corbeta / Alkosto S.A
"Ingeniero de Datos Junior - Bogotá, Colombia","Bogota, D.C., Capital District, Colombia",CINTE Colombia
"Aprendiz Universitario en Ingeniería de Sistemas, Ingeniería Informática, Carreras Afines (36861)",Colombia,Bancolombia
Aprendiz de Sistemas o Informática - Carrera técnica o tecnología,"Cali, Valle del Cauca, Colombia",COOMEVA
20756-Técnico de Soporte Nivel 1,"Bogota, D.C., Capital District, Colombia",Colombiana de Comercio / Corbeta / Alkosto S.A
20501-Técnico de Soporte Nivel 1,"Bogota, D.C., Capital District, Colombia",Colombiana de Comercio / Corbeta / Alkosto S.A
21002-Técnico de Soporte nivel 1,"Bogota, D.C., Capital District, Colombia",Colombiana de Comercio / Corbeta / Alkosto S.A
20757-Técnico de Soporte Nivel 1,"Bogota, D.C., Capital District, Colombia",Colombiana de Comercio / Corbeta / Alkosto S.A
Tecnólogo en sistemas- Medellin,"Medellin, Antioquia, Colombia",Soluciones Inmediatas S.A.S
Analista de sistemas - Medellín,"Medellín, Antioquia, Colombia",Eficacia
20755-Técnico de Soporte Nivel 1,"Bogota, D.C., Capital District, Colombia",Colombiana de Comercio / Corbeta / Alkosto S.A
Ingeniero de Datos,"Bogota, D.C., Capital District, Colombia",Banco Unión
Analista Implementación Soluciones - Conectividad,"Cali, Valle del Cauca, Colombia",ARUS Oficial
Analista de Pruebas,"Bogota, D.C., Capital District, Colombia",ADA S.A.
Ingeniero de Datos,"Barranquilla, Atlántico, Colombia",Banco Unión
DIRECTOR DE IT (SECTOR FINTECH),"Bogota, D.C., Capital District, Colombia",ACIERTA HEADHUNTER
Ingeniero de Datos,"Medellin, Antioquia, Colombia",Banco Unión
"Profesional de soporte (Conocimiento SQL, Excel avanzado, Power BI)","Bogota, D.C., Capital District, Colombia","SkyDrill Power Systems, LLC"
Analista Administrativo,"Bogota, D.C., Capital District, Colombia",Staffing de Colombia
Desarollador WEB,"Bogota, D.C., Capital District, Colombia",ADA S.A.
Analista de procesos y sistemas de información | Sabaneta Ant,"Sabaneta, Antioquia, Colombia",Organizacion Corona
Docente Informatica/Sistemas,"Cali, Valle del Cauca, Colombia",Colegio Ecológico Scout
"Aprendiz Universitario en Ingeniería de Sistemas, Industrial, Matemática, Estadística (36865)",Colombia,Bancolombia
Capacitador / formador,"Bogota, D.C., Capital District, Colombia",Tecnología Informática
TÉCNICO DE SOPORTE Y TECNOLOGÍA,"Bogota, D.C., Capital District, Colombia",UNIR - La Universidad en Internet
Analista De Calidad Software,"Medellin, Antioquia, Colombia",ARUS Oficial
Ingeniero de Datos,"Cali, Valle del Cauca, Colombia",Banco Unión
Docente Lenguajes de Programación - Bogotá CET,"Bogota, D.C., Capital District, Colombia",Colsubsidio
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Vichada, Colombia","Seguros, tendencias y riesgos SURA"
AUXILIAR DE SOPORTE CALI - 49785,"Cali, Valle del Cauca, Colombia",Magneto Empleos
Docente de Informática,"Bogota, D.C., Capital District, Colombia",ReclutaPro Colombia
Ingeniero de Datos,"Pereira, Risaralda, Colombia",Banco Unión
Ingeniero de proyectos agiles,"Bogota, D.C., Capital District, Colombia",Colfondos S.A.
Ingeniero/a,"Barranquilla, Atlántico, Colombia",Metamorfosis Seleccionamos Talento Comercial
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,Colombia,"Seguros, tendencias y riesgos SURA"
Jefe de Proyectos de Desarrollo de Software - TI,"Barranquilla, Atlántico, Colombia",Meico S.A
Profesional Universitario Administración Operativa Banca Electrónica,"Bogota, D.C., Capital District, Colombia",Banco Agrario de Colombia
Tecnico de soporte- Python,"Palmira, Valle del Cauca, Colombia",Organización Carvajal
Analista Junior QA,"Bogota, D.C., Capital District, Colombia",CCxC – Consulting Center for Competitiveness
Docente de Matemáticas e Informática,"Cúcuta, Norte de Santander, Colombia",Colegio La Salle - Cúcuta
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Neiva, Huila, Colombia","Seguros, tendencias y riesgos SURA"
Analista de sistemas e infraestructura - Medellin,"Medellin, Antioquia, Colombia",Soluciones Inmediatas S.A.S
Arquitecto de Soluciones - Colombia,Colombia,SETI S.A.S
20451-Líder de Soporte TIC,"Bogota, D.C., Capital District, Colombia",Magneto Empleos
Analista de Soporte Técnico - SQL,"Medellín, Antioquia, Colombia",E-Global S.A.
Analista TIC - Profesional recién egresado o estudiante de últimos semestres de Ingeniería de Sistemas o carreras afines / Exp norma ISO 27001,"Bogota, D.C., Capital District, Colombia",MANPOWER PROFESSIONAL LTDA
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Bucaramanga, Santander, Colombia","Seguros, tendencias y riesgos SURA"
Recepcionista,"Bogota, D.C., Capital District, Colombia",Grupo Alianza - Gestión Efectiva del Talento Humano
Desarrollador Front-End,"Bogota, D.C., Capital District, Colombia",Andes Global Trading LLC
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Valledupar, Cesar, Colombia","Seguros, tendencias y riesgos SURA"
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Cartagena, Bolívar, Colombia","Seguros, tendencias y riesgos SURA"
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Tunja, Boyacá, Colombia","Seguros, tendencias y riesgos SURA"
Analista de Seguridad Informática Nivel 1,"Bogota, D.C., Capital District, Colombia",Mercanet SAS
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Guainía, Colombia","Seguros, tendencias y riesgos SURA"
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Barranquilla, Atlántico, Colombia","Seguros, tendencias y riesgos SURA"
Pedagogo de Convenio JEC- Ciencia y Tecnologia,"Bogota, D.C., Capital District, Colombia",Compensar
Analista TIC - Profesional recién egresado o estudiante de últimos semestres de Ingeniería de Sistemas o carreras afines,"Bogota, D.C., Capital District, Colombia",MANPOWER PROFESSIONAL LTDA
Analista de Sistemas de Información,"Bogota, D.C., Capital District, Colombia",GHL Hoteles
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,Cúcuta Metropolitan Area,"Seguros, tendencias y riesgos SURA"
Analista calidad y procesos,"Bogota, D.C., Capital District, Colombia",Tecnología Informática
Profesional Senior TI en Gestión Documental Sector Bancario - Bogotá D.C,"Bogota, D.C., Capital District, Colombia",Dharmachakra
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Cali, Valle del Cauca, Colombia","Seguros, tendencias y riesgos SURA"
Director de Sistemas,"Barranquilla, Atlántico, Colombia",Alentti
Practicante Tecnología,"Bogota, D.C., Capital District, Colombia",Analitica SAS
Product Owner IT,"Bogota, D.C., Capital District, Colombia",SQDM-LATAM
ingeniero de IT – Aplicaciones,"Rionegro, Antioquia, Colombia",Airplan
Analista de procesos y tecnología,Colombia,Pineda & Pacheco Consultoría Legal Internacional
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Villavicencio, Meta, Colombia","Seguros, tendencias y riesgos SURA"
TECNICO EN SISTEMAS,"Bogota, D.C., Capital District, Colombia",IT SISTESMAS Y SOLUCIONES SAS
"Analista de formación, capacitación y desarrollo","Bogota, D.C., Capital District, Colombia",Tecnología Informática
ETL ADF Developer (PL489),Colombia,Paralucent
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"San José del Guaviare, Guaviare, Colombia","Seguros, tendencias y riesgos SURA"
Tecnico en sistemas con exp en mesa de ayuda / soporte técnico - Bogotá,"Bogota, D.C., Capital District, Colombia",Dharmachakra
PROFESIONAL UNIVERSITARIO DE DESARROLLO SOLUCIONES TECNOLÓGICAS,"Bogota, D.C., Capital District, Colombia",Banco Agrario de Colombia
Coordinador Empresarial y Oficial,"Bogota, D.C., Capital District, Colombia",Banco Agrario de Colombia
"Analista infraestructura, informática","Bogota, D.C., Capital District, Colombia",FUNDACION UNIVERSITARIA UNINPAHU
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Yopal, Casanare, Colombia","Seguros, tendencias y riesgos SURA"
Profesional de aplicaciones - SQL Excel power bi,"Bogota, D.C., Capital District, Colombia","SkyDrill Power Systems, LLC"
Técnico de soporte - computo,"Bogota, D.C., Capital District, Colombia",Tecnología Informática
Analista Mesa de Servicio,"Medellin, Antioquia, Colombia",Grupo Réditos
Product Manager TECH,"Puerto Rico, Meta, Colombia",Connect
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Quibdó, Chocó, Colombia","Seguros, tendencias y riesgos SURA"
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Medellin, Antioquia, Colombia","Seguros, tendencias y riesgos SURA"
Analista de bases de Datos Microsoft Dynamics - SQL.,"Medellín, Antioquia, Colombia",E-Global S.A.
Especialista en bases de datos y aplicaciones,"Medellín, Antioquia, Colombia",E-Global S.A.
Auditor de Sistemas,"Bogota, D.C., Capital District, Colombia",ReclutaPro Colombia
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Santa Marta, Magdalena, Colombia","Seguros, tendencias y riesgos SURA"
Agente de Mesa de Servicio Basic,"Barranquilla, Atlántico, Colombia",GBM
PASANTÍA ACADÉMICA TECNOLOGÍA SURA- OCTUBRE 2023,"Montería, Córdoba, Colombia","Seguros, tendencias y riesgos SURA"
Desarrollador(a) Java Labor en Remoto,"Bogota, D.C., Capital District, Colombia",COOMEVA
